PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,Geometry,ObjectID,x,y,wkid
QY-0287,,"626,520","3,889,640","4,000",,124,124,231CHNL,,4362,-11533941.75,4183155.138,102100
QY-0998,,"661,623","3,873,840","4,120",,52,52,110AVMB/231CHNL,,4367,-11491405.42,4163102.815,102100
QY-0879,,"608,855","3,867,220","4,240",,26,26,110AVMB,,4371,-11555850.92,4155954.11,102100
QY-0173,,"613,965","3,895,340","4,030",,125,125,231CHNL,,4378,-11549192.72,4190357.076,102100
QY-0089,,"634,186","3,879,510","4,060",,17,17,110ALVM,,4380,-11524759.42,4170596.082,102100
QY-0127,,"675,560","3,885,540","3,936",,72,72,231CHNL,,4390,-11474138.28,4177124.315,102100
QY-0142,,"595,144","3,890,790","4,200",,101,101,231CHNL,,4391,-11572261.48,4185037.472,102100
TV-268,,"446,589","4,022,531","7,081",RG-76630,215,215,121CHMT,,4392,-11754807.86,4348386.817,102100
QY-0048,,"612,764","3,882,490","4,320",,240,240,220ENRD,,4395,-11550856.19,4174606.347,102100
QY-0486,,"676,525","3,933,670","3,920",,68,68,121OGLL,,4396,-11471805.83,4236272.802,102100
QY-0147,,"591,948","3,889,150","4,230",,33,33,110AVMB,,4400,-11576187.45,4183064.962,102100
CX-0128,,"541,051","4,042,790","5,934",,,28,,,4401,-11637500.88,4373742.155,102100
MI-0275,,"471,755","3,955,948","7,334",,,45,,,4408,-11723323.19,4265884.376,102100
CX-0090,,"587,180","4,017,580","5,980",,,140,121OGLL ,,4409,-11580460.51,4341879.764,102100
AS-031,,"450,694","4,042,780","8,065",RG-55147,380,380,,,4412,-11749858.95,4373675.606,102100
TV-178,,"440,395","4,026,185","6,678",X,34,34,112LAMA,,4418,-11762522.7,4352890.065,102100
MI-0279,,"479,059","3,956,730","6,969",,,,211CRLL,,4430,-11714332.77,4266876.548,102100
QY-0182,,"615,557","3,893,850","4,060",,620,620,110AVMB/220ENRD,,4436,-11547269.72,4188502.683,102100
MI-0033,,"536,400","3,901,713","5,164",,,185,231SNRS,,4437,-11644002.53,4198979.842,102100
QY-0258,,"611,154","3,896,130","4,050",,10,10,110AVMB,,4438,-11552617.4,4191370.217,102100
QY-0420,,"668,092","3,901,110","3,960",,19,19,110ALVM,,4439,-11482901.46,4196406.687,102100
TV-149,,"437,854","4,022,511","6,837",RG-77935,575,575,121CHMT,,4446,-11765643.42,4348289.409,102100
QY-0230,,"616,739","3,891,030","4,100",,91,91,110AVMB/221MRSN,,4449,-11545869.37,4185022.174,102100
QY-0200,,"614,362","3,893,030","4,080",,303,303,110AVMB/220ENRD,,4452,-11548743.05,4187514.542,102100
QY-0257,,"611,549","3,897,140","4,040",,,,220ENRD,,4458,-11552119.23,4192604.747,102100
QY-0399,,"655,131","3,902,630","4,100",,20,20,231CHNL,,4461,-11498719.68,4198558.997,102100
QY-0090,,"630,988","3,879,160","4,020",,12,12,110ALVM,,4465,-11528667.96,4170224.2,102100
QY-0433,,"644,570","3,915,200","3,810",,244,244,231SNRS,,4466,-11511391.25,4214230.726,102100
TV-167,,"442,917","4,022,252","7,003",RG-87080,460,460,122CRTO,,4470,-11759360.72,4348010.072,102100
QY-0989,,"653,355","3,872,860","4,308",,45,45,110ALVM,,4473,-11501506.59,4162077.508,102100
QY-0972,,"634,384","3,876,580","4,120",,64,64,110ALVM/231CHNL,,4477,-11524570.59,4167001.601,102100
QY-0233,,"613,487","3,891,100","4,160",,152,152,220ENRD,,4485,-11549842.04,4185158.803,102100
QY-0422,,"677,429","3,903,980","3,933",,38,38,110ALVM,,4490,-11471415.2,4199712.96,102100
QY-0360,,"606,296","3,900,320","4,090",,40,40,220ENRD,,4492,-11558496.87,4196589.208,102100
CX-0121,,"553,593","4,068,270","6,225",,,59,,,4493,-11621707.48,4405523.195,102100
QY-0928,,"588,629","3,873,400","4,460",,180,180,231CHNL,,4497,-11580430.18,4163791.315,102100
TV-215,,"443,658","4,012,416","8,648",RG-85771,440,420,410PRCG,,4498,-11758362.47,4335768.444,102100
QY-0303,,"629,301","3,892,130","3,990",,400,400,231CHNL,,4499,-11530500.92,4186163.014,102100
QY-0419,,"667,647","3,904,410","3,940",,20,20,110ALVM,,4506,-11483370.68,4200471.135,102100
QY-0011,,"580,242","3,885,720","4,337",,53,53,110AVMB,,4509,-11590527.59,4178992.211,102100
QY-0062,,"612,860","3,885,370","4,270",,78,78,221MRSN,,4510,-11550695.3,4178137.226,102100
MI-0198,,"499,132","3,941,706","6,808",,,,211DKOT/217PRGR,,4522,-11689614.6,4248341.071,102100
CX-0082,,"569,564","4,015,570","6,130",,,70,211GRRG,,4526,-11602319.01,4339575.1,102100
QU-118,,"446,124","4,061,091","7,300",?,10,10,,,4530,-11755684.35,4396532.91,102100
QY-0356,,"672,614","3,894,060","3,900",,270,270,231CHNL,,4534,-11477536.34,4187645.759,102100
AS-016,,"445,771","4,041,830","7,472",RG-59384,365,365,,,4536,-11755972.91,4372452.348,102100
CX-0162,,"519,631","4,021,170","6,265",,,20,211PIRR,,4537,-11664197.24,4346868.332,102100
QY-0133,,"672,795","3,888,530","3,900",,57,57,231CHNL,,4541,-11477443.98,4180856.321,102100
QY-0134,,"672,766","3,887,920","3,940",,59,59,231CHNL,,4543,-11477493.58,4180108.791,102100
QY-0371,,"637,008","3,906,790","3,980",,152,152,231CHNL,,4555,-11520811.52,4204032.448,102100
CX-0100,,"574,483","4,012,170","6,190",,,445,211DKOT,,4558,-11596258.25,4335292.666,102100
TV-107,,"440,249","4,019,644","7,316",RG-37157,955,955,122CRTO,,4559,-11762647.98,4344738.934,102100
QY-0157,,"599,816","3,892,050","4,140",,37,37,221MRSN,,4561,-11566535.25,4186522.55,102100
QY-0541,,"672,653","3,948,890","4,240",,90,90,121OGLL,,4562,-11476195.45,4255143.75,102100
MI-0172,,"608,052","3,931,190","4,295",,,120,221MRSN,,4568,-11555894.08,4234559.246,102100
QY-0538,,"660,085","3,953,510","4,450",,171,171,121OGLL,,4569,-11491544.05,4261140.998,102100
QU-116,,"447,360","4,061,287","7,362",RG-32000,125,125,,,4570,-11754145.7,4396787.82,102100
WL-0048,,"441,331","4,049,716","7,251",RG-71916,,,112QTBF,,4571,-11761559.89,4382267.571,102100
CX-0119,,"541,026","4,063,580","6,235",,,40,110ALVM,,4578,-11637408.32,4399737.468,102100
BW-0753,,"468,848","3,879,530","6,078",,,180,231DCKM,,4586,-11726577.27,4171768.621,102100
QY-0908,,"633,769","3,867,660","4,250",,109,109,231CHNL,,4588,-11525480.33,4156087.666,102100
PP-059,,"438,874","4,004,913","7,545",X,57,57,123PICSu/123PICSm,,4591,-11764224.9,4326394.98,102100
MI-0195,,"484,597","3,935,905","6,570",,,70,211DKOT/217PRGR,,4593,-11707469.38,4241164.404,102100
TV-115,,"438,728","4,022,238","6,895",RG-55576,600,600,121CHMT,,4594,-11764556.85,4347957.029,102100
MI-0202,,"510,411","3,943,560","6,608",,,168,211GRRS,,4596,-11675747.25,4250623.02,102100
QY-0278,,"624,865","3,892,010","4,030",,105,105,231CHNL,,4601,-11535923.73,4186092.103,102100
TV-216,,"444,087","4,013,519","8,121",RG-85773,440,420,123PICSc,,4606,-11757839.69,4337144.647,102100
QY-0203,,"614,762","3,893,030","4,080",,300,300,110AVMB,,4607,-11548254.17,4187508.33,102100
QY-0179,,"615,557","3,893,850","4,060",,588,588,110AVMB,,4613,-11547269.72,4188502.683,102100
CX-0063,,"576,259","4,028,860","6,370",,,120,121OGLL ,,4620,-11593876.05,4356061.858,102100
NM-26741,3.66E+14,"448,122","4,087,332","7,658",RG-05845,520,490,110AVMB,,4625,-11753393.9,4429438.431,102100
QY-0072,,"626,648","3,880,780","4,140",,144,144,231CHNL,,4647,-11533936.29,4172285.447,102100
QY-0852,,"591,772","3,862,970","4,660",,32,32,121OGLL,,4649,-11576724.38,4150981.275,102100
MI-0146,,"511,701","3,930,556","6,363",,,55,211DKOT/217PRGR,,4654,-11674182.15,4234573.044,102100
CX-0155,,"535,738","4,029,170","6,125",,,,,,4663,-11644177.45,4356775.221,102100
QY-0517,,"667,470","3,939,590","4,250",,145,145,121OGLL,,4665,-11482782.12,4243788.025,102100
QY-0528,,"650,228","3,950,090","4,506",,132,132,121OGLL,,4680,-11503740.69,4257128.77,102100
MI-0060,,"486,708","3,907,134","5,570",,,60,231SNRS,,4681,-11704823.84,4205723.882,102100
MI-0088,,"473,140","3,919,871","6,245",,,365,321SGDC,,4688,-11721484.5,4221364.067,102100
MI-0259,,"567,655","3,952,427","4,724",,,20,110AVMB,,4692,-11605285.66,4261267.838,102100
UC-0080,,"622,163","4,091,813","5,295",X,86,86,231SNRS,,4694,-11535782.45,4434159.205,102100
AH-006,,"439,905","4,044,326","6,982",RG-75485,612,612,,,4698,-11763287.58,4375520.903,102100
CX-0092,,"580,739","4,016,440","6,120",,,200,121OGLL ,,4710,-11588458.36,4340537.916,102100
QY-0484,,"673,318","3,933,300","3,956",,60,60,121OGLL,,4712,-11475750.3,4235894.102,102100
QY-0196,,"615,967","3,893,150","4,080",,131,131,110AVMB,,4714,-11546779.53,4187636.809,102100
MI-0154,,"547,885","3,931,703","4,858",,,86,231SNRS,,4720,-11629752.1,4235838.87,102100
MI-0253,,"536,353","3,946,274","6,213",,,102,211DKOT/217PRGR,,4721,-11643838.29,4253891.016,102100
QY-0980,,"647,217","3,877,030","4,300",,73,73,110AVMB/231CHNL,,4740,-11508908.01,4167309.845,102100
UC-0139,3.54E+14,"661,146","3,953,298","4,468",X,250,250,121OGLL,,4741,-11490243.66,4260855.344,102100
QY-0218,,"612,698","3,892,010","4,080",,100,100,110AVMB/220ENRD,,4745,-11550792.33,4186287.942,102100
QY-0490,,"676,486","3,930,580","3,820",,53,53,110ALVM/110AVMB,,4754,-11471928.54,4232465.455,102100
CX-0144,,"504,485","4,027,390","6,715",,,87,211PIRR,,4757,-11682980.4,4354646.383,102100
QY-0934,,"582,038","3,877,750","4,470",,99,99,231CHNL,,4763,-11588421.74,4169198.156,102100
MI-0224,,"591,683","3,940,388","4,612",,,55,220ENRD,,4766,-11575870.95,4246131.827,102100
QU-054,,"446,470","4,071,775","7,664",RG-60996,110,110,,,4775,-11755336.61,4409914.632,102100
MI-0085,,"470,970","3,925,903","6,469",,,138,321SGDC,,4776,-11724169.37,4228787.912,102100
CX-0085,,"571,053","4,022,030","6,413",,,175,121OGLL ,,4778,-11600407.94,4347604.981,102100
CX-0032,,"582,695","4,055,220","6,945",,,,211GRRG,,4779,-11585572.59,4388901.267,102100
CX-0120,,"553,296","4,068,370","6,200",,,18,110ALVM,,4782,-11622077.09,4405650.774,102100
QU-042,,"446,802","4,067,139","7,661",RG-12002,225,225,,,4789,-11754886.38,4404109.775,102100
QY-0175,,"616,390","3,895,510","4,060",,150,150,110AVMB,,4798,-11546225.44,4190527.935,102100
QU-080,,"444,515","4,061,712","7,322",?,146,146,,,4803,-11757694.29,4397297.243,102100
QY-0042,,"615,448","3,885,160","4,210",,88,88,231CHNL,,4808,-11547538.14,4177839.709,102100
QY-0160,,"607,730","3,892,560","4,180",,155,155,221MRSN,,4818,-11556855.75,4187037.357,102100
AH-024,,"439,515","4,044,007","6,940",RG-65598,450,450,,,4822,-11763769.8,4375119.061,102100
MI-0162,,"561,422","3,930,605","4,648",,,180,231SNRS,,4824,-11613140.91,4234382.788,102100
UC-0019,,"661,671","3,993,197","4,505",CT-00006,100,100,221MRSN,,4827,-11488696.09,4310249.554,102100
MI-0205,,"504,491","3,937,078","6,801",,,,211DKOT/217PRGR,,4828,-11683029.92,4242626.9,102100
MI-0156,,"553,152","3,933,956","4,734",,,69,231SNRS,,4832,-11623268.86,4238581.056,102100
QY-0121,,"660,245","3,887,270","3,970",,71,71,231CHNL,,4833,-11492796.82,4179593.369,102100
MI-0009,,"449,897","3,895,289","6,279",,,15,110AVMB,,4843,-11749817.8,4191005.526,102100
QY-0417,,"672,837","3,905,230","3,960",,60,60,231CHNL,,4850,-11477002.68,4201358.417,102100
WL-0052,,"441,286","4,049,399","7,202",RG-57632,60,60,112QTBF,,4863,-11761613.19,4381871.005,102100
QY-0870,,"610,454","3,863,550","4,360",,38,38,231CHNL,,4864,-11553956.13,4151438.33,102100
MI-0094,,"475,161","3,916,799","6,026",,,52,260SNAN,,4865,-11718995.87,4217588.036,102100
BW-0775,,"610,382","3,892,000","4,037",,,50,220JURC,,4866,-11553622.85,4186310.673,102100
CX-0047,,"585,960","4,047,710","6,785",,,22,211DKOT,,4871,-11581600.9,4379474.135,102100
MI-0143,,"493,126","3,928,022","6,764",,,,211DKOT/217PRGR,,4890,-11696984.52,4231454.75,102100
CX-0052,,"573,744","4,033,540","6,450",,,76,121OGLL ,,4892,-11596948.46,4361925.406,102100
QY-0334,,"645,426","3,889,500","4,000",,31,31,231CHNL,,4897,-11510849.06,4182635.42,102100
QY-0190,,"616,056","3,894,210","4,060",,334,334,,,4899,-11546654.15,4188936.868,102100
QY-0453,,"671,750","3,909,840","3,810",,172,172,231SNRS,,4907,-11478224.97,4207050.422,102100
QY-0243,,"608,980","3,890,220","4,140",,370,370,220ENRD,,4908,-11555362.4,4184146.572,102100
QY-0329,,"641,753","3,891,300","4,040",,47,47,231CHNL,,4913,-11515301.28,4184915.669,102100
QY-0028,,"602,427","3,886,860","4,325",,304,304,221MRSN/220ENRD,,4914,-11563415.81,4180117.005,102100
QU-038,,"442,736","4,065,046","7,944",X,270,270,,,4920,-11759939,4401456.055,102100
MI-0252,,"540,726","3,949,032","6,159",,,140,211DKOT/217PRGR,,4924,-11638444.69,4257275.095,102100
TO-0375,,"422,122","3,865,250","6,447",,,275,310YESO,,4930,-11783466.62,4153929.833,102100
TV-200,,"442,816","4,025,197","6,864",RG-83851,160,160,112LAMA,,4933,-11759510.1,4351678.987,102100
QY-0035,,"599,202","3,885,030","4,430",,159,159,221MRSN,,4937,-11567379.48,4177915.808,102100
MI-0263,,"561,808","3,947,876","4,693",,,43,231CHNL,,4941,-11612519.94,4255696.556,102100
QU-100,3.64E+14,"445,690","4,061,382","7,286",X,239,30,112QTBF,,4943,-11756227.44,4396893.664,102100
MI-0001,,"438,617","3,877,974","7,078",,,"1,100",,,4948,-11763468.08,4169672.268,102100
QY-0446,,"658,381","3,908,150","3,920",,280,280,231SNRS,,4953,-11494625.8,4205273.837,102100
CX-0030,,"586,528","4,055,710","6,895",,,16,110ALVM,,4956,-11580794.04,4389466.762,102100
QY-0347,,"664,957","3,898,050","4,050",,17,17,231CHNL,,4958,-11486803.43,4192719.48,102100
QY-0543,,"671,706","3,956,260","4,430",,250,250,121OGLL/210CRCS,,4959,-11477184.35,4264270.638,102100
QY-0435,,"646,645","3,911,720","3,800",,151,151,231SNRS,,4968,-11508918.92,4209908.219,102100
QY-0475,,"649,804","3,928,270","4,040",,68,68,121OGLL,,4969,-11504712.26,4230218.503,102100
WL-0045,,"442,747","4,050,037","7,424",RG-81811,,,112QTBF,,4977,-11759800.47,4382680.701,102100
NM-27127,,"441,644","4,050,326","7,363",RG-28035,164,164,112QTBF,,4980,-11761175.54,4383032.645,102100
MI-0213,,"551,198","3,939,859","4,750",,,70,231SNRS,,4981,-11625626.95,4245879.346,102100
QY-0056,,"615,629","3,878,930","4,100",,20,20,110ALVM,,4982,-11547413.87,4170197.43,102100
AS-017,,"444,346","4,043,200","7,351",RG-66358,280,280,,,4983,-11757755.58,4374151.843,102100
QY-0034,,"599,252","3,884,980","4,430",,199,199,221MRSN,,4988,-11567319.08,4177853.801,102100
QY-0029,,"603,459","3,886,410","4,260",,99,99,221MRSN,,4989,-11562161.54,4179550.522,102100
QY-0931,,"585,300","3,870,640","5,430",,135,135,210CRCS,,4994,-11584522.18,4160449.006,102100
MI-0293,,"470,283","3,965,858","7,398",,,45,110AVMB/326MGDL,,4996,-11725176.49,4278140.507,102100
AH-002,,"440,039","4,043,894","6,880",X,,,,,4997,-11763117.19,4374982.502,102100
BW-0880,,"554,251","4,068,590","6,235",,,18,110AVMB,,4999,-11620884.34,4405918.805,102100
QY-1000,,"662,452","3,871,300","4,200",,43,43,110ALVM,,5001,-11490449.83,4159974.317,102100
MI-0222,,"595,811","3,941,769","4,839",,,255,211DKOT/217PRGR,,5011,-11570780.22,4247782.886,102100
WL-0014,,"533,794","3,974,071","6,033",CR-03954,160,160,211DKOT,,5014,-11646854.79,4288294.948,102100
QY-0131,,"674,467","3,882,310","3,930",,72,72,231CHNL,,5015,-11475548.19,4173190.241,102100
MI-0155,,"549,704","3,928,132","4,756",,,95,231SNRS,,5017,-11627543.1,4231423.465,102100
QY-0117,,"666,212","3,885,370","3,940",,37,37,231CHNL,,5019,-11485553.4,4177131.591,102100
QY-0977,,"633,183","3,873,620","4,180",,46,46,231CHNL,,5020,-11526088.42,4163396.689,102100
QY-0902,,"635,557","3,868,320","4,320",,272,272,231CHNL,,5023,-11523289.43,4156863.376,102100
TV-224,,"441,308","4,025,714","6,783",RG-44282,105,105,112LAMA,,5026,-11761385.69,4352310.778,102100
QY-0990,,"655,152","3,874,030","4,200",,64,64,231CHNL,,5032,-11499291.43,4163473.258,102100
QY-0993,,"649,602","3,877,070","4,237",,61,61,110AVMB,,5036,-11505997.99,4167311.223,102100
WL-0121,,"439,113","3,926,556","6,838",UP-00268,250,250,325ALMT,,5043,-11763263.73,4229395.632,102100
QU-110,,"447,526","4,061,684","7,382",X,10,10,,,5044,-11753941.88,4397285.953,102100
MI-0249,,"538,941","3,951,441","5,951",,,67,110AVMB,,5047,-11640627.63,4260262.144,102100
QY-0408,,"661,827","3,903,720","3,960",,279,279,231CHNL/231SNRS,,5049,-11490505.58,4199753.84,102100
QY-0065,,"626,606","3,883,600","4,060",,95,95,231CHNL,,5052,-11533939.6,4175743.982,102100
CX-0036,,"583,757","4,053,300","6,900",,,,211GRRS ,,5055,-11584273.63,4386487.716,102100
QY-0952,,"614,361","3,875,010","4,160",,24,24,110ALVM,,5058,-11549021.3,4165412.848,102100
QY-0168,,"606,275","3,888,470","4,300",,197,197,220ENRD,,5065,-11558692.65,4182038.262,102100
QU-111,,"446,389","4,061,820","7,378",X,31,31,,,5066,-11755359.83,4397447.352,102100
MI-0214,,"552,615","3,938,080","4,720",,,60,231SNRS,,5069,-11623898.48,4243673.408,102100
TV-291,,"446,675","4,030,604","6,929",X,,100,112LAMA,,5070,-11754762.85,4358450.566,102100
QY-0262,,"611,045","3,895,110","4,020",,82,82,220ENRD,,5074,-11552765.98,4190119.213,102100
QY-0071,,"626,611","3,883,200","4,070",,160,160,231CHNL,,5079,-11533940.3,4175253.361,102100
QY-0226,,"615,387","3,891,930","4,130",,295,295,220ENRD,,5081,-11547507.41,4186148.18,102100
QY-0844,,"581,725","3,864,130","4,900",,51,51,110ALVM,,5083,-11588952.5,4152517.704,102100
MI-0260,,"567,470","3,951,951","4,708",,,20,110AVMB,,5084,-11605517.77,4260681.23,102100
AS-032,,"450,817","4,042,950","8,139",RG-63288,500,500,,,5086,-11749707.22,4373888.79,102100
QY-0449,,"673,244","3,913,850","3,800",,185,185,231SNRS,,5089,-11476301.85,4211946.498,102100
UC-0027,,"667,201","4,001,695","4,590",CT-01328,392,392,210MCDK,,5092,-11481662.52,4320671.819,102100
CX-0065,,"574,955","4,026,440","6,310",,,130,121OGLL ,,5095,-11595520.74,4353059.339,102100
TO-0367,,"409,480","3,864,950","6,153",,,30,112QTBF,,5098,-11798869.38,4153420.017,102100
QY-0224,,"614,841","3,891,910","4,150",,166,166,231CHNL,,5102,-11548174.97,4186132.146,102100
QY-0536,,"658,172","3,954,820","4,520",,219,219,121OGLL,,5103,-11493868.51,4262802.096,102100
TV-179,,"442,102","4,025,079","6,846",RG-39658,180,180,112LAMA,,5104,-11760395.11,4351526.016,102100
MI-0265,,"579,415","3,954,677","4,722",,,40,110AVMB,,5107,-11590789.44,4263928.801,102100
CX-0154,,"533,323","4,031,820","6,020",,,,211DKOT,,5116,-11647163.04,4360092.122,102100
QY-0480,,"659,976","3,930,690","4,010",,166,166,121OGLL,,5117,-11492181.49,4232983.703,102100
WL-0056,,"462,941","3,963,616","7,589",CR-02383,,,410PRCG,,5119,-11734214.39,4275330.886,102100
QY-0848,,"583,301","3,867,630","5,070",,46,46,110ALVM,,5123,-11586993.22,4156785.26,102100
QY-1013,,"670,523","3,877,410","3,968",,21,21,110AVMB,,5127,-11480473.01,4167277.156,102100
QY-0437,,"641,451","3,909,100","3,970",,211,211,231SNRS,,5130,-11515329.43,4206788.268,102100
QY-0497,,"650,143","3,938,310","4,350",,130,130,121OGLL,,5132,-11504089.34,4242589.622,102100
QY-0386,,"642,859","3,899,840","3,780",,25,25,110ALVM,,5136,-11513785.2,4195380.082,102100
QY-0108,,"647,651","3,880,810","4,200",,53,53,110AVMB,,5137,-11508303.77,4171933.88,102100
QY-0010,,"584,414","3,878,230","4,450",,185,185,231CHNL,,5145,-11585516.77,4169759.946,102100
MI-0078,,"455,919","3,918,161","6,171",,,,321SGDC,,5147,-11742590.8,4219174.255,102100
CX-0029,,"585,772","4,056,840","6,840",,,150,211DKOT,,5150,-11581721.31,4390889.466,102100
AS-048,,"446,371","4,040,470","7,456",RG-65614,353,353,,,5151,-11755216.42,4370758.944,102100
QY-0382,,"628,901","3,907,020","3,910",,112,112,231CHNL,,5155,-11530729.94,4204462.23,102100
BW-0758,,"563,077","3,902,460","4,528",,,355,231DCKM,,5161,-11611351.42,4199717.417,102100
QY-0430,,"629,045","3,913,620","3,880",,223,223,231CHNL,,5165,-11530437.86,4212577.288,102100
TV-182,,"444,981","4,022,809","7,013",RG-03894-S,250,244,121CHMT,,5166,-11756804.79,4348720.67,102100
PP-029,,"438,364","4,002,194","7,737",RG-48112,120,120,123PICSu,,5168,-11764832.51,4323010.214,102100
QY-0390,,"641,314","3,906,720","3,900",,85,85,110AVMB,,5173,-11515542.82,4203864.673,102100
QY-0219,,"614,032","3,892,500","4,120",,74,74,110AVMB,,5189,-11549154.54,4186868.98,102100
TV-138,,"441,701","4,026,814","6,734",RG-89795,100,100,112LAMA/120SRVB,,5197,-11760907.18,4353685.18,102100
WL-0186,,"439,186","3,932,745","6,828",UP-04460,800,800,,,5203,-11763225.81,4237027.025,102100
TO-0476,,"470,846","3,879,450","6,150",,,30,310YESO,,5207,-11724137.88,4171678.642,102100
QY-0485,,"674,467","3,931,350","3,850",,26,26,110ALVM,,5209,-11474386.98,4233463.153,102100
TV-125,,"445,310","4,020,203","7,220",RG-82804,280,280,410PRCQ,,5222,-11756376.27,4345476.744,102100
QU-068,,"444,360","4,061,014","7,257",X,48,45,,,5227,-11757881.79,4396422.434,102100
QY-0352,,"664,980","3,890,550","4,000",,,,231CHNL,,5230,-11486942.34,4183512.999,102100
MI-0044,,"568,514","3,898,670","4,548",,,,231CHNL,,5233,-11604733.06,4195010.859,102100
TV-282,,"446,396","4,028,865","6,847",RG-82234,85,85,112LAMA,,5237,-11755095.9,4356279.948,102100
CX-0132,,"543,802","4,049,490","5,980",,,20,,,5246,-11634037.72,4382095.85,102100
MI-0029,,"489,867","3,902,110","5,685",,,45,231SNRS,,5249,-11700948.7,4199551.079,102100
QY-0260,,"609,199","3,895,090","4,090",,25,25,220ENRD,,5250,-11555023.05,4190122.239,102100
TV-171,,"440,344","4,026,206","6,675",RG-37303 S,"3,227","3,180",122CRTO/122OJOC,,5253,-11762586.17,4352915.803,102100
QY-0099,,"645,909","3,878,860","4,220",,84,84,110AVMB,,5262,-11510467.73,4169578.224,102100
CX-0096,,"558,692","4,012,760","5,915",,,36,110ALVM,,5276,-11615818.11,4336177.237,102100
QY-0967,,"621,910","3,871,830","4,320",,120,120,231CHNL,,5278,-11539865.15,4161397.273,102100
MI-0137,,"475,011","3,927,457","6,537",,,75,321SGDC,,5288,-11719216.17,4230718.467,102100
QY-0854,,"592,042","3,867,760","4,500",,63,63,110ALVM,,5289,-11576336.64,4156841.691,102100
UC-0092,3.66E+14,"643,094","4,093,276","4,817",X,60,60,231SNRS,,5291,-11509585.99,4435585.013,102100
QY-0259,,"611,460","3,896,150","4,050",,94,94,220ENRD,,5292,-11552242.97,4191390.156,102100
AS-045,,"447,046","4,043,790","7,474",RG-74109,280,280,,,5297,-11754402.7,4374909.969,102100
UC-0137,,"620,706","4,095,959","5,371",,140,140,231SNRS,,5302,-11537530.12,4439392.243,102100
QU-093,,"446,001","4,062,045","7,563",?,406,281,,,5303,-11755845.11,4397725.909,102100
MI-0109,,"548,631","3,917,663","4,451",,,35,231SNRS,,5305,-11628929.65,4218532.099,102100
MI-0248,,"527,992","3,947,224","6,501",,,,211DKOT/217PRGR,,5306,-11654117.37,4255101.992,102100
QY-0393,,"638,514","3,906,800","3,970",,67,67,231CHNL,,5309,-11518968.15,4204016.448,102100
TV-136,,"441,717","4,026,765","6,736",RG-75773,122,122,112LAMAb,,5316,-11760886.92,4353624.234,102100
QY-0471,,"655,790","3,932,140","4,120",,185,185,,,5319,-11497286.6,4234862.005,102100
QY-0500,,"659,311","3,946,820","4,418",,212,212,121OGLL,,5323,-11492643.62,4252895.348,102100
CX-0140,,"533,722","4,033,870","6,025",,,24,211SMKH,,5328,-11646657.59,4362647.492,102100
CX-0012,,"584,078","4,066,780","6,780",,,,110ALVM,,5332,-11583709.27,4403349.76,102100
AS-011,,"445,760","4,041,850","7,471",RG-59384,750,750,,,5333,-11755986.74,4372477.236,102100
CX-0084,,"576,261","4,021,550","6,250",,,325,211DKOT,,5334,-11593953.38,4346951.947,102100
QU-088,,"446,053","4,064,361","7,619",X,142,137,,,5335,-11755798.5,4400625.435,102100
MI-0005,,"468,899","3,879,673","6,071",,,180,231SNRS,,5342,-11726515.61,4171944.194,102100
TC-305,,"443,866","4,089,616","7,609",RG-95880,450,450,,,5345,-11758732.4,4432271.908,102100
QY-0113,,"648,576","3,888,120","3,995",,20,20,231CHNL,,5350,-11507029,4180879.662,102100
MI-0190,,"487,789","3,939,064","6,683",,,350,211GRRS/211DKOT/217PRGR,,5352,-11703553.5,4245069.142,102100
TV-157,3.62E+14,"443,055","4,023,036","6,932",RG-87082,230,230,121CHMT,,5353,-11759195.92,4348988.019,102100
NM-03679,3.66E+14,"445,700","4,089,065","7,635",X,270,270,110AVMB,,5358,-11756435.04,4431595.064,102100
TC-313,,"444,975","4,083,325","7,556",RG-01441 S2,,327,,,5362,-11757294.95,4424384.797,102100
QU-061,,"449,551","4,061,979","7,473",X,50,50,,,5364,-11751420.56,4397670.403,102100
QY-0333,,"642,947","3,897,710","3,850",,20,20,110ALVM,,5370,-11513718.77,4192762.164,102100
CX-0079,,"553,820","4,017,340","5,892",,,84,211GRRS,,5372,-11621819.92,4341917.946,102100
QY-0996,,"664,300","3,875,690","4,040",,49,49,110ALVM,,5376,-11488100.85,4165310.188,102100
QY-0282,,"624,068","3,891,190","4,000",,13,13,110AVMB,,5377,-11536911.38,4185099.032,102100
CX-0007,,"556,089","4,069,740","6,260",,,34,110ALVM,,5380,-11618582.64,4407344.47,102100
UC-0085,3.65E+14,"640,020","4,071,803","5,527",X,100,100,220ENRD,,5392,-11513870.52,4408721.321,102100
QY-0139,,"583,822","3,887,850","4,260",,50,50,110AVMB,,5394,-11586130.88,4181566.156,102100
CX-0142,,"536,136","4,032,840","5,935",,,15,211SMKH,,5398,-11643664.29,4361350.363,102100
CX-0115,,"543,043","4,067,410","6,325",,,50,110ALVM,,5404,-11634870.16,4404520.776,102100
AH-038,,"438,392","4,041,932","6,942",RG-61183,490,490,,,5409,-11765147.88,4372517.8,102100
QY-0512,,"670,222","3,941,290","4,170",,33,33,110ALVM,,5429,-11479362.57,4245820.972,102100
QY-0339,,"647,850","3,894,770","4,080",,68,68,231CHNL,,5434,-11507783.09,4189055.362,102100
