PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,Geometry,ObjectID,x,y,wkid
QY-1010,,"666,985","3,870,410","4,279",,16,16,231CHNL,,173,-11484944.5,4158784.464,102100
QU-161,,"446,198","4,063,214","7,622",X,,,,,174,-11755608.76,4399190.692,102100
QY-0545,,"671,231","3,948,340","4,310",,164,164,121OGLL,,177,-11477956.59,4254498.586,102100
QY-0913,,"640,340","3,863,400","4,740",,237,237,121OGLL,,182,-11517552.33,4150753.352,102100
CX-0069,,"574,083","4,025,020","6,160",,,,121OGLL ,,185,-11596617.95,4351298.93,102100
QY-0075,,"625,031","3,880,750","4,160",,135,135,231CHNL,,187,-11535910.31,4172276.103,102100
MI-0152,,"535,690","3,934,362","6,268",,,250,211DKOT/217PRGR/221MRSN,,193,-11644712.3,4239189.042,102100
AH-018,,"444,341","4,042,415","7,386",RG-62489,570,570,,,198,-11757755.49,4373171.473,102100
TV-144,,"443,847","4,028,625","6,911",X,"1,500",,112LAMA,,224,-11758258.33,4355960.565,102100
QY-0335,,"654,898","3,896,370","4,200",,84,84,231CHNL,,225,-11499135.89,4190875.021,102100
QY-0119,,"661,010","3,883,700","3,960",,104,104,231CHNL,,227,-11491940,4175198.794,102100
UC-0138,3.54E+14,"675,340","3,952,168","4,318",X,217,217,121OGLL,,231,-11472812.76,4259127.112,102100
CX-0067,,"572,297","4,029,900","6,225",,,59,211DKOT,,233,-11598783.43,4357400.952,102100
QY-0491,,"675,950","3,936,340","4,020",,131,131,121OGLL,,234,-11472446.91,4239578.51,102100
QY-0966,,"627,358","3,872,280","4,150",,89,89,231CHNL,,236,-11533214.78,4161857.254,102100
QY-0470,,"655,540","3,933,450","4,200",,82,82,,,239,-11497565.42,4236482.29,102100
QY-0172,,"616,724","3,896,670","4,040",,111,111,110AVMB,,248,-11545798.81,4191947.26,102100
CX-0022,,"577,064","4,058,360","6,995",,,135,211CRLL,,255,-11592548.66,4392894.165,102100
CX-0123,,"537,520","4,047,070","6,025",,,18,,,260,-11641868.36,4379108.781,102100
UC-0081,,"619,546","4,092,734","5,341",X,38,38,231SNRS,,264,-11539037.96,4435362.479,102100
QY-0311,,"636,760","3,893,000","3,980",,165,165,231CHNL,,266,-11521370.32,4187096.473,102100
TV-226,,"443,896","4,025,205","6,832",RG-57735 S,103,103,112LAMA,,268,-11758170.01,4351697.754,102100
UC-0074,3.64E+14,"606,961","4,067,129","6,484",CT-00001,125,125,210CRCS,,269,-11555175.66,4403466.628,102100
QY-0261,,"610,716","3,895,420","4,020",,73,73,220ENRD,,270,-11553163.55,4190504.856,102100
MI-0083,,"459,054","3,917,896","6,223",,,160,321SGDC,,273,-11738745.92,4218866.203,102100
QY-0249,,"609,984","3,888,980","4,110",,134,134,220ENRD,,276,-11554154.03,4182609.853,102100
BW-0759,,"637,144","3,906,670","3,991",,,278,231DCKM,,280,-11520647.31,4203882.379,102100
QY-0154,,"607,274","3,893,120","4,090",,360,360,220ENRD,,283,-11557404.96,4187731.535,102100
BW-0761,,"615,162","3,933,520","4,276",,,485,231DCKM,,286,-11547130.26,4237322.802,102100
QY-0932,,"584,862","3,877,800","4,460",,214,214,231CHNL,,292,-11584974.93,4169227.708,102100
QY-0489,,"676,084","3,930,570","3,840",,35,35,110ALVM/110AVMB,,295,-11472421.94,4232462.896,102100
QY-0239,,"614,226","3,896,300","4,030",,133,133,220ENRD,,304,-11548858.82,4191532.003,102100
TV-143,,"439,606","4,025,327","6,743",RG-83661,300,300,120SRVB/112LAMAb,,307,-11763494.43,4351813.869,102100
TV-218,,"442,074","4,022,809","6,963",RG-73095,460,460,121CHMT,,311,-11760411.04,4348697.088,102100
QY-0253,,"616,322","3,889,110","4,170",,240,240,220ENRD,,321,-11546409.02,4182672.33,102100
PP-017,,"436,419","4,006,181","7,316",RG-25565,98,98,110ALVM/123PICSm,,323,-11767275.56,4327949.911,102100
CX-0033,,"581,940","4,055,230","6,980",,,80,211GRRG,,333,-11586512.52,4388922.828,102100
AS-034,,"451,311","4,042,190","8,082",?,,,,,336,-11749087.61,4372943.193,102100
QY-0432,,"631,171","3,916,350","4,000",,279,279,231CHNL,,339,-11527784.96,4215898.857,102100
MI-0145,,"503,565","3,935,418","6,785",,,160,211DKOT/217PRGR,,343,-11684168.43,4240579.019,102100
AS-027,,"451,871","4,042,130","8,245",RG-67222,100,100,,,347,-11748390.91,4372872.195,102100
MI-0280,,"496,513","3,955,862","6,539",,,,,,355,-11692840.84,4265832.807,102100
QY-0130,,"671,071","3,883,700","3,930",,71,71,231CHNL,,363,-11479660.3,4174973.353,102100
QY-0939,,"595,702","3,872,710","4,370",,39,39,110AVMB,,367,-11571811.98,4162858.326,102100
QY-0005,,"586,354","3,885,080","4,304",,55,55,110AVMB,,373,-11583069.76,4178138.206,102100
QY-0416,,"657,707","3,905,560","3,900",,7,7,110ALVM,,382,-11495506.15,4202104.686,102100
MI-0013,,"467,267","3,892,046","5,872",,,60,260SNAN,,383,-11728562.43,4187120.266,102100
TV-193,,"441,972","4,023,344","6,918",RG-62319,200,200,112LAMA,,384,-11760542.01,4349362.847,102100
MI-0233,,"467,930","3,954,178","7,567",,,4,326MGDL,,389,-11728024.62,4263679.628,102100
AS-021,,"450,368","4,042,260","7,877",RG-68698,140,140,,,396,-11750260.59,4373023.89,102100
QY-0178,,"616,753","3,894,660","4,060",,70,70,110AVMB,,399,-11545795.07,4189478.413,102100
QU-056,,"446,068","4,066,463","7,632",RG-70346,160,160,,,402,-11755796.33,4403257.461,102100
QY-0244,,"608,767","3,889,620","4,130",,324,324,220ENRD,,403,-11555631.46,4183413.31,102100
QU-015,,"440,569","4,062,579","7,652",X,632,630,,,414,-11762619.09,4398349.247,102100
QY-0927,,"589,275","3,874,140","4,430",,259,259,231CHNL,,416,-11579633.39,4164690.308,102100
CX-0152,,"525,948","4,031,360","6,085",,,30,211PIRR,,419,-11656323.81,4359549.888,102100
MI-0140,,"483,770","3,935,403","6,489",,,,211DKOT/217PRGR,,425,-11708484.18,4240543.185,102100
QY-0146,,"589,619","3,889,740","4,250",,45,45,110AVMB/231CHNL,,429,-11579025.97,4183817.74,102100
MI-0206,,"510,676","3,936,152","6,413",,,80,211DKOT/217PRGR,,433,-11675432.34,4241477.71,102100
TV-199,,"437,863","4,024,095","6,713",RG-87207,400,400,120SRVBf,,438,-11765646.34,4350263.176,102100
MI-0142,,"495,322","3,934,610","6,810",,,,211DKOT/217PRGR,,439,-11694293.46,4239581.47,102100
MI-0298,,"463,893","3,966,493","7,488",,,149,,,448,-11733055.78,4278897.217,102100
MI-0068,,"604,438","3,915,358","4,022",,,142,220ENRD,,449,-11560556.3,4215109.222,102100
QY-0006,,"580,896","3,883,440","4,361",,58,58,231CHNL,,450,-11589753.59,4176188.032,102100
QY-0936,,"596,958","3,873,990","4,345",,43,43,110AVMB,,456,-11570263.56,4164410.318,102100
MI-0268,,"571,122","3,950,846","4,699",,,20,110AVMB,,457,-11601034.81,4259280.333,102100
CX-0058,,"563,493","4,025,290","6,225",,,148,211GRRG,,458,-11609755.65,4351740.162,102100
QU-064,,"459,975","4,062,472","8,456",X,39,39,,,461,-11738432.75,4398356.407,102100
BW-0682,,"589,495","3,888,660","4,242",,,"2,420",310YESO,,464,-11579190.52,4182493.701,102100
QY-0295,,"634,396","3,895,970","4,030",,125,125,231CHNL,,469,-11524205.35,4190786.37,102100
QY-0921,,"656,521","3,864,850","4,700",,216,216,121OGLL/210CRCS,,473,-11497814.01,4152206.184,102100
QY-0476,,"661,531","3,933,960","4,180",,179,179,121OGLL,,480,-11490201.08,4236979.991,102100
QY-0234,,"613,487","3,890,920","4,160",,92,92,221MRSN/220ENRD,,485,-11549844.79,4184937.862,102100
QY-0982,,"656,267","3,878,060","4,130",,43,43,110AVMB,,488,-11497847.55,4168387.106,102100
TV-194,,"442,432","4,026,017","6,809",X,100,100,112LAMA,,494,-11759993.36,4352697.834,102100
QY-0378,,"634,312","3,902,600","4,040",,177,177,231CHNL,,496,-11524187.53,4198932.246,102100
AH-055,,"437,700","4,041,845","6,912",RG-87489,500,500,,,497,-11766007.44,4372402.955,102100
TV-228,,"441,481","4,025,615","6,797",RG-78246,140,140,112LAMA,,503,-11761170.18,4352188.846,102100
QU-106,,"446,869","4,062,297","7,465",X,30,30,,,505,-11754765.35,4398048.116,102100
MI-0110,,"548,836","3,916,663","4,436",,,50,231SNRS,,514,-11628685.01,4217299.432,102100
QY-0267,,"626,860","3,895,120","4,070",,147,147,231CHNL,,515,-11533432.6,4189876.219,102100
QU-007,,"449,270","4,065,524","7,893",RG-93588,251,251,,,521,-11751796.94,4402106.194,102100
QY-0933,,"584,352","3,876,960","4,500",,267,267,231CHNL,,523,-11585606.8,4168203.848,102100
TV-301,,"443,954","4,020,825","7,140",RG-95474,"1,206","1,185",122CRTO,,527,-11758062.93,4346240.76,102100
UC-0079,3.55E+14,"669,227","3,972,488","4,407",X,146,146,121OGLL,,528,-11479852.05,4284403.002,102100
AH-030,,"438,973","4,041,635","6,991",RG-59412,295,295,,,530,-11764422.93,4372152.109,102100
TV-181,,"443,750","4,025,324","6,865",RG-35970,150,150,112LAMA,,532,-11758352.14,4351844.887,102100
MI-0002,,"457,126","3,881,155","6,475",,,670,321SGDC,,533,-11740896.21,4173702.952,102100
CX-0070,,"574,897","4,024,220","6,107",,,100,121OGLL ,,535,-11595616.52,4350293.296,102100
MI-0200,,"494,475","3,940,436","6,824",,,100,211DKOT/217PRGR,,536,-11695338.24,4246771.021,102100
QY-0994,,"664,925","3,877,210","3,985",,20,20,110ALVM,,545,-11487305.12,4167158.471,102100
QY-0387,,"643,463","3,899,500","3,790",,19,19,110ALVM,,546,-11513053.17,4194950.676,102100
MI-0026,,"456,034","3,897,818","6,345",,,62,300YESO,,548,-11742328.24,4194151.653,102100
QY-0009,,"579,954","3,878,980","4,440",,29,29,110AVMB,,553,-11590951.77,4170728.814,102100
AH-044,,"439,592","4,043,230","6,759",RG-83538,150,150,,,554,-11763667.27,4374149.32,102100
QY-0961,,"611,744","3,877,830","4,160",,38,38,110AVMB,,556,-11552171.3,4168908.585,102100
CX-0106,,"543,010","4,079,060","6,555",,,59,110ALVM,,557,-11634838.02,4419121.569,102100
UC-0136,3.60E+14,"641,575","3,994,104","4,955",X,210,210,221MRSN,,566,-11513510.87,4311807.123,102100
TV-122,,"441,974","4,023,904","6,881",RG-81894,160,160,112LAMA,,569,-11760544.18,4350060.666,102100
CX-0086,,"574,307","4,018,720","6,270",,,185,121OGLL ,,570,-11596406.93,4343448.269,102100
QY-0885,,"626,350","3,866,080","4,219",,69,69,231CHNL,,571,-11534548.47,4154282.865,102100
QY-0103,,"650,280","3,885,140","4,060",,124,124,231CHNL,,575,-11505008.21,4177190.037,102100
QU-089,,"445,860","4,062,332","7,558",X,265,255,,,578,-11756023.09,4398084.013,102100
TV-169,,"443,870","4,027,780","6,788",X,,,120SRVB,,581,-11758222.98,4354907.259,102100
MI-0101,,"533,348","3,925,632","5,212",,,57,231SNRS,,589,-11647628.7,4228435.374,102100
QY-0974,,"637,415","3,875,220","4,150",,41,41,110ALVM,,601,-11520898.28,4165279.828,102100
WL-0115,,"636,376","4,033,001","5,451",CT-01370,205,205,211DKOT,,605,-11519181.43,4360303.855,102100
TV-286,,"440,850","4,019,903","7,328",RG-80427,"1,220","1,200",122CRTO,,607,-11761904.88,4345066.65,102100
MI-0178,,"466,076","3,944,229","7,520",,,210,326MGDL,,610,-11730260.06,4251376.929,102100
WL-0183,,"439,515","3,929,338","6,770",UP-01865,260,260,,,629,-11762793.53,4232828.437,102100
AS-030,,"451,876","4,041,590","8,160",RG-55519,225,225,,,632,-11748380.95,4372197.923,102100
QY-0409,,"663,116","3,907,860","3,840",,167,167,231CHNL,,644,-11488837.18,4204813.491,102100
MI-0203,,"511,304","3,941,047","6,461",,,,211DKOT/217PRGR,,645,-11674653.23,4247518.619,102100
QY-0070,,"626,241","3,881,880","4,130",,140,140,231CHNL,,648,-11534414.38,4173641.057,102100
QY-0481,,"661,575","3,931,540","4,040",,93,93,121OGLL,,649,-11490200.76,4233995.882,102100
QY-0118,,"663,574","3,884,140","3,980",,220,220,231CHNL,,657,-11488800.81,4175682.114,102100
QY-0875,,"614,033","3,867,800","4,300",,68,68,,,660,-11549531.3,4156586.865,102100
QY-0524,,"652,836","3,953,370","4,710",,150,150,121OGLL/210CRCS,,661,-11500464.21,4261125.894,102100
MI-0174,,"437,818","3,941,252","7,337",,,87,326MGDL,,663,-11764978.4,4247512.702,102100
BW-0801,,"561,404","4,023,910","6,145",,,49,210CRCS,,670,-11612359.97,4350039.163,102100
MI-0047,,"590,751","3,903,155","4,852",,,21,217PRGR,,673,-11577478.18,4200281.85,102100
QY-0472,,"652,615","3,932,570","4,220",,205,205,121OGLL,,674,-11501173.97,4235459.591,102100
TV-112,,"443,087","4,022,445","6,991",RG-51249,325,325,122CRTO,,681,-11759151.41,4348251.922,102100
QY-0040,,"616,800","3,887,820","4,170",,141,141,231CHNL,,690,-11545845.35,4181081.847,102100
QY-0149,,"592,775","3,895,220","4,620",,441,441,220ENRD,,695,-11575101.01,4190506.987,102100
MI-0246,,"518,200","3,948,487","6,521",,,,,,701,-11666158.3,4256693.921,102100
QY-0298,,"636,125","3,894,220","4,000",,,,231CHNL,,706,-11522123.9,4188605.926,102100
QY-0520,,"666,726","3,946,800","4,380",,145,145,121OGLL,,713,-11483530.02,4252702.899,102100
WL-0051,,"441,562","4,050,011","7,297",RG-82554,140,140,112QTBF,,714,-11761274.93,4382638.238,102100
CX-0020,,"577,768","4,057,110","7,020",,,60,211GRRG ,,720,-11591685.89,4391322.608,102100
QY-0207,,"608,863","3,892,970","4,050",,42,42,220ENRD,,722,-11555464.98,4187524.089,102100
QY-0945,,"608,009","3,875,240","4,190",,30,30,110ALVM,,728,-11556766.23,4165789.672,102100
TV-207,,"446,075","4,020,810","7,183",RG-75724,598,598,123PICSc,,730,-11755432.21,4346238.812,102100
MI-0113,,"562,562","3,923,281","4,562",,,435,231SNRS,,737,-11611804.24,4225345.607,102100
CX-0038,,"585,960","4,053,630","6,850",,,30,110ALVM,,741,-11581527.22,4386873.074,102100
QY-0326,,"647,019","3,893,750","4,100",,40,40,231CHNL,,743,-11508818.97,4187819.803,102100
BW-0797,,"483,336","3,945,290","6,632",,,134,210CRCS,,744,-11709040.01,4252747.979,102100
MI-0244,,"500,111","3,949,565","6,772",,,335,211GRRS/211DKOT/217PRGR,,746,-11688411.05,4258049.058,102100
AS-002,,"447,671","4,042,830","7,638",RG-76172,350,350,,,747,-11753618.22,4373715.784,102100
AH-050,,"439,620","4,044,808","7,042",RG-86063,660,660,,,754,-11763646.21,4376120.462,102100
QY-0268,,"626,456","3,893,650","4,040",,190,190,231CHNL,,768,-11533951.55,4188078.28,102100
MI-0151,,"522,850","3,929,603","6,625",,,170,211DKOT/217PRGR,,769,-11660497.46,4233371.326,102100
QY-0954,,"615,942","3,878,220","4,110",,27,27,110ALVM,,772,-11547042.95,4169322.25,102100
AS-018,,"444,931","4,043,730","7,169",RG-49139,65,65,,,778,-11757032.36,4374818.467,102100
QY-0407,,"647,110","3,907,430","3,930",,250,250,231CHNL/231SNRS,,779,-11508435.31,4204623.53,102100
MI-0069,,"615,075","3,916,509","4,057",,,61,220ENRD,,781,-11547505.05,4216366.016,102100
QY-0236,,"611,226","3,890,860","4,100",,62,62,221MRSN/220ENRD,,782,-11552608.5,4184898.624,102100
QY-0375,,"635,572","3,904,640","3,990",,220,220,231CHNL,,787,-11522608.61,4201416.222,102100
QY-0995,,"665,698","3,877,330","4,000",,45,45,231CHNL,,797,-11486359.65,4167288.297,102100
CX-0016,,"575,729","4,058,950","7,005",,,58,211FRHS,,801,-11594205.01,4393647.152,102100
QU-164,,"445,020","4,068,033","7,586",RG-90520,190,190,,,802,-11757115.62,4405215.308,102100
UC-0134,3.65E+14,"583,419","4,067,893","6,824",X,120,120,110ALVM,,803,-11584517.34,4404751.591,102100
QY-0092,,"634,599","3,879,360","4,080",,5,5,,,804,-11524258.16,4170404.742,102100
QY-0036,,"600,841","3,884,830","4,340",,98,98,221MRSN,,809,-11565380.6,4177648.315,102100
TO-0436,,"466,776","3,869,200","6,158",,,80,231DCKM,,811,-11729060.72,4159099.408,102100
QU-057,,"446,067","4,066,458","7,632",RG-70346 POD2,190,190,,,815,-11755797.54,4403251.192,102100
QY-0201,,"614,641","3,893,160","4,080",,130,130,110AVMB/220ENRD,,817,-11548400.04,4187669.815,102100
MI-0256,,"551,436","3,954,650","5,687",,,,211DKOT/217PRGR,,824,-11625229.25,4264150.535,102100
MI-0048,,"607,644","3,903,168","4,061",,,75,220ENRD,,831,-11556806.4,4200069.596,102100
QU-055,,"444,470","4,061,212","7,282",X,43,43,,,836,-11757746.32,4396671.118,102100
MI-0071,,"618,312","3,909,968","3,800",,,35,110AVMB,,837,-11543643.89,4208266.136,102100
QY-0544,,"668,417","3,947,400","4,320",,156,156,121OGLL,,839,-11481437.66,4253404.331,102100
TC-304,,"444,084","4,084,798","7,570",RG-01441 S6,438,438,,,840,-11758420.19,4426225.835,102100
QY-0022,,"608,469","3,886,150","4,280",,212,212,220ENRD,,843,-11556046.24,4179159.774,102100
QY-0883,,"613,055","3,865,490","4,290",,38,38,110AVMB,,845,-11550758.16,4153773.841,102100
CX-0056,,"569,468","4,027,650","6,430",,,135,121OGLL ,,847,-11602318.05,4354624.628,102100
CX-0014,,"588,460","4,062,000","6,885",,,140,211DKOT,,858,-11578307.59,4397310.842,102100
QY-0442,,"650,565","3,916,790","3,760",,140,140,231SNRS,,860,-11504015.02,4216066.171,102100
MI-0011,,"452,753","3,895,274","6,229",,,15,110AVMB,,861,-11746325.27,4191005.973,102100
MI-0115,,"579,230","3,923,201","4,162",,,22,110AVMB,,863,-11591360.75,4225084.635,102100
AH-042,,"438,487","4,042,420","6,948",RG-86530,496,496,,,864,-11765034.1,4373128.021,102100
MI-0236,,"487,954","3,953,859","6,725",,,45,211GRRG,,868,-11703375.38,4263346.765,102100
MI-0177,,"438,731","3,936,688","6,932",,,515,321SGDC,,869,-11763817.73,4241887.473,102100
BW-0755,,"659,978","3,882,060","3,994",,,128,231DCKM,,879,-11493234.87,4173210.535,102100
CX-0013,,"586,769","4,064,130","6,875",,,110,110ALVM,,882,-11580387.75,4399998.417,102100
CX-0076,,"536,430","4,014,500","6,045",,,45,211FRHS,,884,-11643394.73,4338494.471,102100
QU-168,,"450,107","4,076,031","8,035",RG-87670,509,509,,,890,-11750830.02,4415276.479,102100
QY-0328,,"646,855","3,890,180","4,000",,125,125,231CHNL,,891,-11509090.1,4183441.543,102100
QY-0991,,"652,463","3,878,720","4,130",,85,85,110ALVM,,892,-11502474.49,4169274.962,102100
MI-0269,,"574,726","3,948,346","4,753",,,120,231CHNL,,894,-11596626.49,4256154.676,102100
QY-0104,,"650,201","3,884,020","4,100",,220,220,231CHNL,,895,-11505127.27,4175818.184,102100
QY-0508,,"671,673","3,942,430","4,200",,527,527,121OGLL,,896,-11477553.33,4247193.212,102100
MI-0264,,"562,090","3,946,334","4,728",,,17,110AVMB,,905,-11612186.33,4253789.224,102100
QY-0195,,"615,561","3,893,440","4,090",,345,345,,,908,-11547271.23,4187999.227,102100
CX-0129,,"544,252","4,050,990","6,000",,,25,110ALVM,,909,-11633468.13,4383967.871,102100
QY-0067,,"619,748","3,883,060","4,080",,39,39,110AVMB,,911,-11542321.09,4175195.778,102100
QY-0063,,"626,583","3,885,220","4,020",,63,63,231CHNL,,920,-11533940.11,4177731.262,102100
MI-0187,,"486,615","3,945,067","6,860",,,,211GRRS,,924,-11705007.29,4252479.37,102100
QY-0384,,"640,617","3,904,490","3,900",,126,126,231CHNL,,925,-11516438.4,4201136.941,102100
QY-0297,,"635,965","3,894,820","4,000",,160,160,231CHNL,,926,-11522308.44,4189345.531,102100
MI-0105,,"539,770","3,921,637","5,057",,,65,231SNRS,,932,-11639770.67,4223480.419,102100
QU-003,,"447,039","4,063,779","7,637",RG-10641 S,200,200,,,940,-11754564.91,4399904.537,102100
PP-011,,"438,593","4,003,444","7,701",RG-42318-S,140,140,123PICSu,,945,-11764559.98,4324566.111,102100
QY-0060,,"608,775","3,885,060","4,240",,154,154,220ENRD,,954,-11555688.46,4177818.114,102100
AS-004,,"448,715","4,041,630","7,622",RG-36895,50,50,,,956,-11752311.19,4372225.111,102100
TV-195,,"436,504","4,023,133","6,711",RG-87837,480,480,120SRVBf,,957,-11767323.71,4349052.204,102100
CX-0066,,"578,049","4,024,460","6,255",,,,121OGLL ,,963,-11591703.29,4350557.714,102100
QU-114,,"445,990","4,060,706","7,371",RG-09848,105,105,,,970,-11755848.3,4396050.048,102100
CX-0003,,"575,794","4,086,760","7,970",,,225,000EXRV/121OGLL ,,973,-11593815.82,4428494.826,102100
TV-186,,"440,972","4,023,357","6,903",RG-80614,280,280,112LAMA,,975,-11761782.74,4349370.636,102100
UC-0076,3.64E+14,"625,527","4,066,465","5,915",X,180,180,211DKOT,,977,-11532043.32,4402319.321,102100
QY-0059,,"608,902","3,885,810","4,240",,174,174,220ENRD,,984,-11555522.39,4178736.298,102100
BW-0751,,"592,465","3,874,280","4,367",,,172,231DCKM,,985,-11575740.43,4164822.877,102100
MI-0196,,"497,174","3,942,077","6,806",,,160,211DKOT/217PRGR,,987,-11692021.61,4248798.661,102100
MI-0118,,"585,987","3,925,621","4,247",,,80,231CHNL,,989,-11583044.81,4227989.684,102100
QY-0100,,"638,640","3,886,070","3,950",,114,114,231CHNL,,990,-11519202.34,4178557.834,102100
CX-0011,,"587,282","4,067,160","6,800",,,18,110ALVM,,992,-11579709.82,4403785.38,102100
CX-0002,,"567,435","4,083,960","8,140",,,200,121OGLL/000EXRV,,1000,-11604290.28,4425069.423,102100
AS-050,,"444,841","4,042,160","7,421",RG-62458,800,800,,,1004,-11757131.78,4372857.055,102100
QY-0206,,"608,817","3,893,140","4,050",,40,40,220ENRD,,1005,-11555518.71,4187733.486,102100
QY-0501,,"657,720","3,945,410","4,395",,208,208,121OGLL,,1011,-11494629.97,4251189.614,102100
QU-096,,"445,925","4,063,358","7,575",X,81,81,,,1014,-11755950.16,4399368.796,102100
AH-012,,"441,849","4,042,392","7,011",RG-52714,115,115,,,1018,-11760853.74,4373122.203,102100
QU-032,,"445,410","4,056,702","8,124",RG-52460,172,140,,,1020,-11756539.22,4391035.951,102100
QY-0523,,"676,324","3,947,060","4,160",,65,65,110ALVM/121OGLL,,1021,-11471727.27,4252795.412,102100
QY-0397,,"651,428","3,902,120","4,100",,33,33,231CHNL,,1023,-11503259.64,4198009.625,102100
QU-173,,"448,618","4,065,669","7,887",RG-79570,500,500,,,1029,-11752610.89,4402282.88,102100
QY-0087,,"637,072","3,883,340","4,070",,232,232,231CHNL,,1034,-11521167.34,4175238.89,102100
QY-0003,,"585,155","3,884,670","4,310",,340,340,231CHNL,,1044,-11584538.81,4177649.112,102100
MI-0086,,"468,880","3,924,739","6,981",,,432,300YESO,,1048,-11726728.94,4227344.689,102100
TV-187,,"442,824","4,026,031","6,807",RG-90026,100,100,112LAMA,,1057,-11759507,4352718.519,102100
QY-0402,,"655,761","3,898,360","4,140",,44,44,110ALVM/231CHNL,,1063,-11498039.11,4193300.472,102100
CX-0113,,"541,819","4,070,490","6,490",,,17,110ALVM,,1065,-11636377.72,4408386.544,102100
CX-0031,,"585,427","4,053,910","6,840",,,20,110ALVM,,1066,-11582187.25,4387229.8,102100
